tick,total_cells,lone_cells,clustered_cells,num_clusters,avg_cluster_size,cooperators,defectors,cooperator_pct,defector_pct,coop_genome_pct,mean_fitness,multi_advantage,coop_advantage,coop_rate_clustered,def_rate_clustered,coop_rate_lone,def_rate_lone,cluster_rate,lone_rate,seed,ticks,grid_size,initial_cells,mutation_rate,task_flip_period
50,107,28,79,26,3.0384615384615383,70,9,65.42056074766356,8.411214953271028,74.76635514018692,9.613457943925235,0.024287043931496805,0.04789729225023351,0.21724369747899172,0.1693464052287582,0.175,0.19444444444444436,0.21178704393149678,0.18749999999999997,2,500,150,100,0.005,
100,123,23,100,31,3.225806451612903,89,11,72.35772357723577,8.94308943089431,77.23577235772358,18.240365853658552,0.023548120246807525,0.04464899860772584,0.21867690139800508,0.17402790279027924,0.1750000000000003,0.19558823529411737,0.21376551155115528,0.19021739130434775,2,500,150,100,0.005,
150,156,20,136,39,3.4871794871794872,122,14,78.2051282051282,8.974358974358974,81.41025641025641,24.379423076923086,0.038393805731788855,0.06309619214259365,0.2373890019817615,0.17429280983916784,0.17500000000000046,0.19833333333333286,0.23089380573178864,0.19249999999999978,2,500,150,100,0.005,
200,215,15,200,53,3.7735849056603774,180,20,83.72093023255815,9.30232558139535,84.18604651162791,26.9456976744186,0.012639054807856376,0.0449005306337969,0.2154624412045696,0.1705619105707727,0.1750000000000002,0.20000000000000015,0.21097238814118988,0.1983333333333335,2,500,150,100,0.005,
250,316,14,302,77,3.9220779220779223,275,27,87.0253164556962,8.544303797468354,87.0253164556962,27.303670886075917,0.02245238789399301,0.0581458346079754,0.22765085655099807,0.16950502194302267,0.0,0.20000000000000065,0.22245238789399366,0.20000000000000065,2,500,150,100,0.005,
300,453,14,439,110,3.9909090909090907,400,39,88.30022075055187,8.609271523178808,88.30022075055187,28.237803532008787,0.027374665396474984,0.06350800221914452,0.23301660636810845,0.16950860414896393,0.0,0.20000000000000104,0.22737466539647602,0.20000000000000104,2,500,150,100,0.005,
350,663,14,649,162,4.006172839506172,596,53,89.894419306184,7.993966817496229,89.894419306184,28.94480392156858,0.03877758891090602,0.07256826446812814,0.2447038108166251,0.17213554634849695,0.0,0.20000000000000137,0.2387775889109074,0.20000000000000137,2,500,150,100,0.005,
400,983,14,969,239,4.054393305439331,895,74,91.04781281790437,7.527975584944048,91.04781281790437,29.347080366225796,0.039695156058764336,0.07645851761692224,0.24553409342063606,0.16907557580371382,0.0,0.20000000000000148,0.23969515605876582,0.20000000000000148,2,500,150,100,0.005,
450,1537,14,1523,372,4.094086021505376,1414,109,91.99739752765127,7.091737150292778,91.99739752765127,28.7045868575146,0.042061088048682055,0.07261573997808957,0.24725814363477144,0.17464240365668188,0.0,0.2000000000000016,0.24206108804868365,0.2000000000000016,2,500,150,100,0.005,
0,100,49,51,17,3.0,48,3,48.0,3.0,71.0,0.24174999999999996,0.11887755102040826,0.13281250000000003,0.30781250000000004,0.17500000000000002,0.175,0.18653846153846157,0.3000000000000001,0.18112244897959184,3,500,150,100,0.005,
