mutation_rate,task_flip_period,multicellular_pct
0.01778279410038923,385,0.513410195105619
0.01778279410038923,499,0.5116195025352509
0.03162277660168379,1,0.3561543509858316
0.03162277660168379,2,0.33366964852134046
0.03162277660168379,3,0.36642470861230286
0.03162277660168379,4,0.37488441649196363
0.03162277660168379,6,0.33974380831912593
0.03162277660168379,7,0.33401352454592076
0.03162277660168379,10,0.3294115491500958
0.03162277660168379,13,0.3604071737109671
0.03162277660168379,17,0.38209368518304915
0.03162277660168379,22,0.38053058053058053
0.03162277660168379,28,0.40995754132525075
0.03162277660168379,37,0.3895881474895382
0.03162277660168379,48,0.42287231806564435
0.03162277660168379,62,0.4735220239807396
0.03162277660168379,81,0.4588612040837144
0.03162277660168379,105,0.42520694902158757
0.03162277660168379,136,0.4452995344139256
0.03162277660168379,177,0.4579504703889958
0.03162277660168379,229,0.44509694323691074
0.03162277660168379,297,0.4745359374652014
0.03162277660168379,385,0.47207329232274203
0.03162277660168379,499,0.45465100316287516
0.05623413251903491,1,0.27569145433648895
0.05623413251903491,2,0.28765985362071267
0.05623413251903491,3,0.2781948567197745
0.05623413251903491,4,0.26621730772310964
0.05623413251903491,6,0.2515370475055223
0.05623413251903491,7,0.24512606305741932
0.05623413251903491,10,0.26109010567265245
0.05623413251903491,13,0.2820686670001738
0.05623413251903491,17,0.31595871150636706
0.05623413251903491,22,0.28154108929569815
0.05623413251903491,28,0.31241165843030977
0.05623413251903491,37,0.37467200100856096
0.05623413251903491,48,0.3536911786484664
0.05623413251903491,62,0.31478062545535884
0.05623413251903491,81,0.4065131858908167
0.05623413251903491,105,0.322886920848616
0.05623413251903491,136,0.38852585712552035
0.05623413251903491,177,0.3574600780483133
0.05623413251903491,229,0.2978173813000575
0.05623413251903491,297,0.3326454032420604
0.05623413251903491,385,0.34720174525544323
0.05623413251903491,499,0.32491852559055084
0.1,1,0.10551141728014334
0.1,2,0.1173844394947468
0.1,3,0.09000632188836151
0.1,4,0.10140991356142777
0.1,6,0.14203125016030657
0.1,7,0.10831493644184648
0.1,10,0.14957258486291075
0.1,13,0.1500063694215835
0.1,17,0.15087349389203084
0.1,22,0.20293901991934496
0.1,28,0.15634469425062927
0.1,37,0.17593291607519249
0.1,48,0.21631722714026
0.1,62,0.17046515798323636
0.1,81,0.28104406275860905
0.1,105,0.18947264538107467
0.1,136,0.21467101469244862
0.1,177,0.21929063958049463
0.1,229,0.1916968693939715
0.1,297,0.2091742679977974
0.1,385,0.21301756163458288
0.1,499,0.1936382346986976
0.1778279410038923,1,0.04790268038180165
0.1778279410038923,2,0.05461552835653555
0.1778279410038923,3,0.049083063931632975
0.1778279410038923,4,0.049059524296418515
0.1778279410038923,6,0.06830785884900044
0.1778279410038923,7,0.05479098832462547
0.1778279410038923,10,0.06173911084857906
0.1778279410038923,13,0.07246010937472959
0.1778279410038923,17,0.09019407828066368
0.1778279410038923,22,0.10738084841034005
0.1778279410038923,28,0.10076086092005299
0.1778279410038923,37,0.13369442291898478
0.1778279410038923,48,0.1384097532013009
0.1778279410038923,62,0.12294589507144221
0.1778279410038923,81,0.1281032776128035
0.1778279410038923,105,0.11645211826613204
0.1778279410038923,136,0.1332290414235071
0.1778279410038923,177,0.13326035128691674
0.1778279410038923,229,0.1225956548933876
0.1778279410038923,297,0.12893552610047457
0.1778279410038923,385,0.13962791336034427
0.1778279410038923,499,0.15019480319719727
0.31622776601683794,1,0.049073314983134976
0.31622776601683794,2,0.04977733742609414
0.31622776601683794,3,0.059882490083929825
0.31622776601683794,4,0.05103015988493823
0.31622776601683794,6,0.06497989856362675
0.31622776601683794,7,0.06441295859907749
0.31622776601683794,10,0.07648781219209184
0.31622776601683794,13,0.07618486969827194
0.31622776601683794,17,0.10591778563224548
0.31622776601683794,22,0.1035372738794792
0.31622776601683794,28,0.1153138878751077
0.31622776601683794,37,0.15189898015544073
0.31622776601683794,48,0.1555851038314904
0.31622776601683794,62,0.1225957141686206
0.31622776601683794,81,0.15216174003533797
0.31622776601683794,105,0.1275222895394569
